,rouge1_precision,rouge2_precision,rougeL_precision,rougeLsum_precision,rouge1_recall,rouge2_recall,rougeL_recall,rougeLsum_recall,rouge1_fmeasure,rouge2_fmeasure,rougeL_fmeasure,rougeLsum_fmeasure,fkre.GEN,fkgl.GEN,fogi.GEN,smog.GEN,cole.GEN,auto.GEN,t_word.GEN,t_stopword.GEN,t_punct.GEN,t_syll.GEN,t_syll2.GEN,t_syll3.GEN,t_uword.GEN,t_sent.GEN,t_char.GEN,predicted_summary
0,0.3504424778761062,0.13120567375886524,0.168141592920354,0.168141592920354,0.6325878594249201,0.23717948717948717,0.3035143769968051,0.3035143769968051,0.4510250569476082,0.1689497716894977,0.2164009111617312,0.2164009111617312,-1.203,28.913,35.7,15.703,15.683,35.335,561,266,54,960,151,68,222,9,3049,"Amends the water resources development Act of 1992 to authorize the Secretary of the Army to enter into a cooperative agreement with Mississippi County for the provision of assistance for: (1) an alternative water supply system; and (2) a project for the elimination or control of combined sewer overflows for such county.Increases the authorization of appropriations for FY 2001 through 2005 for the North American Waterfowl Management Plan and the Longshoremen's Conservation Fund.<n>Amends the Water Resources Development Act of 1992 to repeal provisions requiring the Secretary of the Army to: (1) provide technical assistance to the Secretaries of the Interior, Commerce, and the Army Corps of Engineers in the preparation of management plans for water resources projects; and (2) study and report to Congress on the feasibility of creating a single water resources management plan for the Nation. Prohibits the Secretary from making any grants or providing any assistance for the construction of any dam, conduit, reservoir, powerhouse, transmission line, or other project works described in the Act that would directly or indirectly affect water resources located within the United States or its territories and possessions.<n>States that nothing in such Act shall be construed as affecting the authority of the Secretary to acquire lands or interests in lands within the boundaries of the United State or its possessions for the purpose of construction, maintenance, or alteration of dams, conduits, reservoirs, powerhouses, transmission lines, or similar projects funded under the National Flood Insurance Act of 1969.Amends the water resources development Act of 1986 with respect to the authorization of a specified project to be carried out by the Secretary of the Interior. Prohibits construction on any such project from being initiated until the Secretary determines that it is technically sound, environmentally acceptable, and economically justified.(Sec. 8) continuation of submission of certain reports by the Secretary of the Army.<n>(Sec. 302) Amends the Act to remove a provision authorizing the Secretary to review the recommendations of the inland waterways users board to determine whether a project should be approved or disapproved on the basis of the board's recommendations.Amends the water resources development Act of 1986 to provide that certain authorizations of appropriations made for specified projects under the Abandoned Mine Reclamation program shall not be construed to authorize any new project until the list of authorized but unfunded projects has been submitted to the Congress by the earlier of: (1) five years after the enactment date of this Act; or (2) the date on which the Secretary of the Interior, acting through the Commissioner of the Bureau of Reclamation, submits to the appropriate congressional committees a report listing all authorized and unfunded projects that the Secretary has determined to be neither authorized nor unfunded; but which shall be carried out pursuant to such Act if the Secretary determines that the project is consistent with the purposes for which the authorization was granted and if the Congress is given an opportunity to approve the project before it is implemented.Prohibits the payment of funds to: (1) the Secretary of Transportation under a specified contract until the President certifies to the appropriate congressional committees that such contract has been terminated; or (2) the Secretary, acting through the Director of the Federal Railroad Administration, for purposes of awarding a contract to a qualified entity under the collective bargaining agreement."
1,0.07847533632286996,0.038202247191011236,0.05605381165919283,0.07399103139013453,0.7777777777777778,0.38636363636363635,0.5555555555555556,0.7333333333333333,0.14256619144602853,0.06952965235173825,0.10183299389002036,0.13441955193482688,0.866,28.931,36.754,15.115,14.839,35.271,445,153,88,744,126,49,218,7,2354,"Federal forage fee Act of 1993 - Amends the Department of Agriculture Act of 1949 to authorize the Secretary of Agriculture to establish a Federal forage fees system. <n>Directs the Secretary to establish: (1) a fee system for providing livestock forage on public lands; and (2) a system of payments to participating cooperative associations for the use of forage on such lands.Amends the following Acts to authorize appropriations for FY 2000 through 2005: (1) the Department of the Interior for land and water management; (2) the Departmentof Agriculture for the Forest Service and the National Park Service for certain personnel and activities; (3) the Departments of Commerce, Justice, and State, the Interior, and Related Agencies Appropriations Act, 2000; (4) the Omnibus Budget Reconciliation Act of 1985; (5) the Department's Office of Management and Budget, and the Federal Emergency Management Agency, for FY 2001; (6) the General Services Administration for the acquisition of real and personal property, including mineral and geothermal leasing, mineral materials, and geothermal heat pump systems; and (7) the Energy Policy and Conservation Act, for the development of renewable energy resources, water conservation measures, and cost-effective technologies.sixteen western states means specified states located in the western region of the United States (including Alaska, Arizona, California, Colorado, Hawaii, Idaho, Kansas, Montana, Nebraska, Nevada, New Mexico, North Dakota, Oklahoma, Oregon, South Dakota, Utah, Washington, and Wyoming). Includes within the meaning of ""sixteenwestern states"" the states of Alaska, Colorado. Requires the Bureau of Land Management (BLM) to submit to the Secretary of the Interior: (1) the total number of aums reported by blm and authorized federal aumS, and (2) the weighted average private land lease rate in each state.grazing fee review and evaluation update of the 1986 final report dated April 30, 1992.<n>Defines ""nonfee cost differential"" as a value calculated annually by the Secretaries of Agriculture by multiplying the weighted difference in nonfee costs per aum between public land and private land by the input cost index determined annual by the department of agriculture.Directs the Secretaries of Agriculture and the Interior to: (1) calculate annually the federal forage fee by calculating the average of a specified wallpr for the preceding three years; and (2) include in the fee calculation the plf value ratio of the private lease forage value ratio into the forage value portion of theprivate land lease rate.e) the survey of nonfee costs used to calculate the nonfee cost differential shall be updated periodically by the Secretaries so as to reflect as accurately as possible the actual non fee costs incurred by the cattle and sheep industry that utilizes public lands in the sixteen western states."
2,0.22082018927444794,0.13291139240506328,0.15141955835962145,0.15141955835962145,0.7865168539325843,0.4772727272727273,0.5393258426966292,0.5393258426966292,0.3448275862068965,0.20792079207920788,0.2364532019704434,0.2364532019704434,29.302,20.635,26.259,11.01,12.74,25.016,323,131,32,499,63,26,174,7,1603,"Directs the Secretary of Transportation, acting through the Maritime Administration, to award a gold medal to the U.S. merchant marine personnel who, during their service, were integral in providing combat equipment, fuel, food, commodities, and raw materials to troops stationed overseas.Directs the President pro tempore of the Senate and the Speaker of the House of Representatives to make appropriate arrangements for the presentation, on behalf of the Government of the United States, of a gold medal to the U.S. Merchant Marine Corps in recognition of its service during World War II, particularly its role in ensuring the efficient and reliable transoceanic transport of military equipment and personnel despite consistent and ongoing exposure to enemy combatants from both air and the sea.TABLE OF CONTENTS: <n> Title I: American Merchant Marine <n> Tile II: Women's Merchant Marine; <n>Title I: Americans Merchant Marine<n> - Directs the Secretary of the department in which the merchant marine is operating to issue regulations governing all operations of U.S. merchant marine vessels during World War II, including those in support of contingency operations. <n>Requires all merchant marine officers and men serving in contingency operations to be granted a leave of absence from duty during such period of service to enable them to perform their duties.The congressional gold medal is an appropriate way to shed further light on the service of the merchant marine in world war ii and the instrumental role they played in winning world war II.(This measure has not been amended since it was reported to the House on June 22, 2008. The summary of that version is repeated here.) Authorizes the Department of the Treasury to strike and sell duplicates in bronze of the gold medal struck under this Act at a price sufficient to cover the costs of the medals, including labor, materials, dies, use of machinery, and overhead expenses."
3,0.11450381679389313,0.04780114722753346,0.07251908396946564,0.07251908396946564,0.75,0.31645569620253167,0.475,0.475,0.19867549668874174,0.0830564784053156,0.12582781456953643,0.12582781456953643,26.485,20.289,26.842,9.474,13.278,23.994,518,240,57,836,124,33,205,12,2622,"(This measure has not been amended since it was introduced in the House on March 6, 2003. The summary of that version is repeated here.)<n><n>Amends the Internal Revenue Code to extend the election made by certain corporations to be taxed as partnership to taxable years beginning after December 31, 2004.Exempts an s corporation from the alternative minimum tax if it makes an election to be treated as a partnership for federal tax purposes during the period beginning on the date of the election and ending three years after the date on which the s Corporation becomes a partnership.Defines ""eligible corporation"" as a domestic corporation no stock of which is readily tradable on an established securities market or otherwise, and which is not an ineligible corporation.Amends the Internal Revenue Code to provide for the tax treatment of a corporate taxpayer electing unified pass-thru regime as defined by this Act. (Currently, such tax treatment is provided only with respect to a pass-through entity.)Amends the Internal Revenue Code to revise the tax treatment of: (1) s corporation electing unified pass-thru regime; (2) earnings and profits purposes; and (3) estates and trusts.Amends the Internal Revenue Code to revise the tax treatment of built-in gains on dispositions of certain depreciable property over a ten-year recognition period.Provides that if, on the date of an election by a corporation, the ten-year period specified in clause I with respect to such corporation has expired, clause I shall not apply to it.Amends the Internal Revenue Code to exclude from capital income the distributive share of net income of a partner attributable to capital. (Currently, such income is excluded from gross income.)Provides that if the partner acquires a partnership interest and the partnership makes an election, the reasonable rate of return on unreturned capital shall be a reasonable rate on un Returned Capital: (1) means the excess of the aggregate amount of money and the fair market value as of the date of contribution of other consideration contributed by the partner over the aggregate amounts of money, and the Fair Market Value as ofthe date of distribution of otherConsideration distributed by the partnership to the partner, increased or decreased for the partner's distributive share of all reportable items; and (2) means actuariariariariatropolis, defined as any district of New York State which has a population of less than 200,000, and any district in which more than 200,000 persons are required by State law to register with the Secretary of the Treasury.The amendments made by this section shall apply with respect to services performed in taxable years beginning after December 31, 2004. (Sec. 3) This bill amends the Internal Revenue Code to modify the definition of a service for purposes of the tax deduction for certain expenses of registered nurses, physicians, and other health care providers by allowing the deduction of expenses incurred for providing medical services without a prescription, if the service is performed in a taxable year and the deduction is applicable to a service performed in any taxable year beginning after 2004."
4,0.2896678966789668,0.16266173752310537,0.16051660516605165,0.16051660516605165,0.785,0.44221105527638194,0.435,0.435,0.42318059299191374,0.23783783783783788,0.23450134770889486,0.23450134770889486,2.822,26.206,32.504,13.758,14.418,30.066,537,252,57,949,148,58,193,10,2810,"Instructs the Securities and Exchange Commission (SEC) to propose to adopt regulations to provide that a covered investment fund research report that is published or distributed by a broker or dealer shall be deemed to be: (1) published by a Broker or dealer; and (2) distributed by an broker or dealers, without regard as to whether or not the research is disseminated by the broker or Dealer.Declares that the implementation of a safe harbor for covered investment funds is in the public interest and consistent with the purposes and duties of the Securities and Exchange Commission (SEC), as well as any self-regulatory organization.The minimum float provision of a self-regulatory organization may not be imposed for any period exceeding the period of time referenced in specified federal regulations, or to prohibit the ability of a member to participate in a registered offering or other distribution of securities of a covered investment fund solely because the member has published or distributed a covered Investment Fund research report about such covered Investment fund or its securities.The application of the antifraud or antimanipulation provisions of the federal securities laws and rules adopted thereunder to a covered investment fund research report is limited to the extent that it is otherwise not subject to the content standards in the rules of any self-regulatory organization related to research reports, including those contained in the Rules governing communications with the public regarding investment companies or substantially similar standards.(This measure has not been amended since it was reported to the House on July 12, 2009. The summary of that version is repeated here.)<n><n>(Sec. 3) Amends the Securities Act of 1933 and the Securities Exchange Act of 1934, respectively, to grant the Securities and Exchange Commission (SEC) regulatory authority over securities dealers and investment funds, including the authority to prohibit the sale or delivery of any security if the SEC finds that the transaction constitutes an unfair or deceptive act or practice.<n><n>Prescribes guidelines under which the SEC may: (1) refer an alleged violation to another entity; (2) prohibit the SEC from taking an enforcement action unless it first provides the entity with a reasonable opportunity to submit written notice of the violation; and (3) permit the SEC to assess and collect fees from violators of its rules, without regard to whether such violations were committed knowingly or willfully.Directs the Securities and Exchange Commission to deem to be a security listed on a national securities exchange, and not subject to specified laws of the investment company Act of 1940, any security that is listed on such exchange and that is not, according to the Act, subject to mandatory registration as a security by an investment company under such Act.The dealer about a covered investment fund or any securities issued by the covered investment Fund, but does not include a research report to the extent that the research report is published or distributed by thecovered investment fund, or any affiliate, of the covered Investment Fund.Securities Act of 1933 - Amends the securities act of 1933 to replace references to ""research report"" with references to the term ""self-regulatory organization,"" except that such term shall not include an oral communication."
5,0.19014084507042253,0.0812720848056537,0.12323943661971831,0.12323943661971831,0.6923076923076923,0.2987012987012987,0.44871794871794873,0.44871794871794873,0.2983425414364641,0.12777777777777777,0.19337016574585636,0.19337016574585636,-38.575,41.992,48.948,18.364,15.975,51.275,282,112,51,500,80,31,147,3,1539,"harold's prescription drug monitoring program was established under the Departments of Commerce, Justice, and State, the judiciary, and related agencies appropriations Act, 2002; and is funded by the controlled substance monitoring program.Requires the Secretary of Health and Human Services to promulgate regulations to carry out this Act, including to: (1) require each practitioner in the state to maintain a prescription drug monitoring program and to report to the Secretary on each practitioner that dispenses or prescribes a controlled substance; (2) require the Secretary to establish and maintain a database to track the prescription patterns of each practitioner, including the number of times each practitioner dispensed a controlled substances; (3) require the Director of the National Institute of Drug Abuse to conduct an ongoing study of the effectiveness, impact, and safety of prescription drug Monitoring Programs; and (4) require each State to establish a State Advisory Committee on Prescription Drug Monitoring.covered state must: (1) provide proactive notification to a practitioner when patterns indicative of controlled substance misuse, including opioid misuse, are detected; and (2) make available a quarterly de-identified data set and an annual report for public and private use, which shall, at a minimum, meet requirements established by the attorney general, in coordination with the Secretary of Health and Human Services.Directs the attorney general to award such a grant to an eligible entity: (1) to establish and maintain an inter-state data-sharing single technology solution; or (2) to develop and implement a model project plan and performance measures to evaluate the effectiveness of such solution.pdmp state authority; and (ii) limit, in whole or in part, distribution of pdMP data as approved by the pd MP state authority."
6,0.18007662835249041,0.11516314779270634,0.13793103448275862,0.1532567049808429,0.8703703703703703,0.5607476635514018,0.6666666666666666,0.7407407407407407,0.2984126984126984,0.1910828025477707,0.2285714285714286,0.25396825396825395,25.505,20.426,27.228,11.185,14.22,24.749,518,226,78,842,129,46,220,12,2705,"Amends the Energy Policy and Conservation Act to extend the authorization of appropriations for the Solar Energy Land and Water Conservation Fund through FY 2010. (The Fund, which is financed by private contributions, is used to support State and local government land and water conservation programs.)Directs the Secretary to: (1) establish, maintain, and operate a strategic gasoline and fuel reserve; and (2) acquire necessary land or interests, and construct appropriate sites, for such reserve.The Secretary shall complete the process of filling the reserve by March 1, 2008. The president may extend the deadline established if: (1) ""a) the President determines that filling the reservation within that deadline would cause an undue hardship; or (2) he determines that filled the reserve within that deadlines would cause undue hardship.The Secretary shall release gasoline or fuel from the reserve only if the President finds that there is a severe fuel supply disruption by finding that there has been: (1) a regional or national supply shortage of Gasoline or fuel of significant scope and duration; (2) a substantial increase in the price of gasoline or Fuel; (3) a price increase is likely to cause a significant adverse impact on the national economy; and (4) releasing gasoline or gas from the Reserve would assist directly and significantly in reducing the effects of the disruption on the National Highway System.The Secretary of Energy shall respond to a request submitted under this section not later than five days after receipt of the request by: "" (a) approving the request; (b) denying the requested request; or (c) requesting additional supporting information.Directs the Secretary to: (1) conduct a continuing evaluation of the drawdown and sales procedures; and (2) submit to the Congress and the President a plan describing the acquisition of storage and related facilities or the disposal of gasoline or fuel.Establishes in the Treasury the strategic gasoline and fuel reserve fund. and appropriates the amounts thereto for the reserve fund, along with necessary amounts for the payment of administrative expenses of the Department of Energy related to the operation and maintenance of the fund.Declares that investments may be made only in interest-bearing obligations of the U.S. and that obligations may be acquired. (Sec. 4) Prohibits the making of investments in Federal obligations pursuant to this Act, except in accordance with regulations prescribed by the Secretary of the Treasury relating to the composition, terms and conditions of obligations issued by the Federal Reserve System, the Federal Home Loan Mortgage Corporation, and the Federal Deposit Insurance Corporation.Amends the Energy Policy and Conservation Act to require that the amount required to be transferred to the reserve fund be transferred at least monthly from the general fund of the treasury to the fund on the basis of its basis.northeast home heating oil reserve account.<n>Establishes a strategic gasoline and fuel reserve fund.<n><n>Directs the Secretary of Energy to: (1) ensure that sufficient funds are available to provide long-term security of the northeast home Heating Oil Reserve Account; and (2) establish and maintain such Account in accordance with a certain plan."
