ref_conv,gen_conv
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
9999,9999
